Trimestre;Sentido transacción;Ramas actividad;Código (armonización según CNAE y CNPA);Evolución trimestral del volumen de negocio (€)
2019T3;Desde el exterior con España;Semillas, flores, plantas y animales de compañía;4776;2054664,49
2019T3;Desde el exterior con España;Servicios auxiliares a la intermediación financiera;6610;3771795,66
2019T3;Desde el exterior con España;Servicios de  jardinería;8130;0
2019T3;Desde el exterior con España;Servicios de fotografía y reprografía;7420+ 8219;0
2019T3;Desde el exterior con España;Servicios de investigación;8030;0
2019T3;Desde el exterior con España;Servicios de limpieza;8121;0
2019T3;Desde el exterior con España;Servicios informáticos;6209;0
2019T3;Desde el exterior con España;Servicios inmobiliarios;6820;23249148,46
2019T3;Desde el exterior con España;Servicios postales y paquetería;5310;7689,19
2019T3;Desde el exterior con España;Servicios sanitarios;86;4010869,93
2019T3;Desde el exterior con España;Servicios sociales;88;0
2019T3;Desde el exterior con España;Servicios veterinarios;75;1649402,05
2019T3;Desde el exterior con España;Suscripción canales tv;6020;25792716,02
2019T3;Desde el exterior con España;Transporte aéreo;5110;159381904,2
2019T3;Desde el exterior con España;Transporte marítimo;5010;7993832,11
2019T3;Desde el exterior con España;Transporte terrestre de mercancias;4941;1300293,47
2019T3;Desde el exterior con España;Transporte terrestre de viajeros;4931 +4933 + 4939;57868711,02
2019T3;Desde el exterior con España;Vehículos de motor;4511;0
2019T3;Desde el exterior con España;Ventas genéricas por internet;4791;54781,04
2019T3;Desde España con el exterior;Actividades anexas al transporte;5221 + 5223;26307843,41
2019T3;Desde España con el exterior;Actividades cinematográficas y de vídeo;5917 + 7722;31179059,88
2019T3;Desde España con el exterior;Actividades deportivas y recreativas;93;9140772,58
2019T3;Desde España con el exterior;Administración pública, impuestos y seg. Social;8411;21596985,7
2019T3;Desde España con el exterior;Agencias de viajes y operadores turísticos;7911 + 7912;233444212,95
2019T3;Desde España con el exterior;Alquiler de aeronaves;7735;67235,13
2019T3;Desde España con el exterior;Alquiler de automóviles;7711;66653186,7
2019T3;Desde España con el exterior;Alquiler de efectos personales y enseres domésticos;7729;51798,43
2019T3;Desde España con el exterior;Alquiler de medios de navegación;7734;1870972,77
2019T3;Desde España con el exterior;Arquitectura e ingeniería;7111;137410,24
2019T3;Desde España con el exterior;Artículos de regalo;4778;8911132,65
2019T3;Desde España con el exterior;Artículos médicos y ortopédicos;4774;194855,9
2019T3;Desde España con el exterior;Asociacionismo y beneficencia;94;12601521,74
2019T3;Desde España con el exterior;Bebidas;4725;2653277,29
2019T3;Desde España con el exterior;Bibliotecas, museos y patrimonio cultural;91;23253745,99
2019T3;Desde España con el exterior;Bienes de segunda mano;4779;20606484,38
2019T3;Desde España con el exterior;Calzado y artículos de cuero;4772;60075843,66
2019T3;Desde España con el exterior;Carburantes para automoción;4730;702458,33
2019T3;Desde España con el exterior;Componentes y equipos electrónicos;4652;5152737,85
2019T3;Desde España con el exterior;Construcción de inmuebles y obras de ingeniería civil;41;219100,54
2019T3;Desde España con el exterior;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;117060531,49
2019T3;Desde España con el exterior;Discos, libros, periódicos y papelería;4761 + 4763;89440220,14
2019T3;Desde España con el exterior;Educación;85;38443024,68
2019T3;Desde España con el exterior;Electrodomésticos,  imagen y sonido;4743+4754;28251198,13
2019T3;Desde España con el exterior;Energía eléctrica, gas, vapor y aire acondicionado;35;1254072,72
2019T3;Desde España con el exterior;Ensayos y análisis técnicos;7120;94009,68
2019T3;Desde España con el exterior;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;58890415,12
2019T3;Desde España con el exterior;Equipos y mobiliario de oficina;4665+4666;1710566,6
2019T3;Desde España con el exterior;Espectáculos artísticos, deportivos y recreativos;90 + 7990;78707461,35
2019T3;Desde España con el exterior;Ferretería, pinturas y vidrio;4674 + 4752;41414043,69
2019T3;Desde España con el exterior;Floristerías;4622;106000,21
2019T3;Desde España con el exterior;Galerías de arte comerciales;470069;28583023,22
2019T3;Desde España con el exterior;Grandes almacenes;4719;167041371,21
2019T3;Desde España con el exterior;Hipermercados, supermercados y tiendas de alimentación;4711;57922221,39
2019T3;Desde España con el exterior;Hoteles  y alojamientos similares;5510;520624391,65
2019T3;Desde España con el exterior;Instalaciones de edificios y obras;43;928533,02
2019T3;Desde España con el exterior;Intermediación financiera;6419 + 6619;179134073,53
2019T3;Desde España con el exterior;Intermediarios de comercio;4617;17029450,26
2019T3;Desde España con el exterior;Juegos de azar y apuestas;92;315453127,46
2019T3;Desde España con el exterior;Juguetes y artículos de deporte;4764 + 4765;37018834,4
2019T3;Desde España con el exterior;Lavanderías y tintorerías;9601;26578,25
2019T3;Desde España con el exterior;Madera, materiales de construcción y aparatos sanitarios;4673;188865,36
2019T3;Desde España con el exterior;Manipulación y depósito de mercancías;5224 + 5210;98729,05
2019T3;Desde España con el exterior;Mantenimiento físico corporal;9604;1548220,77
2019T3;Desde España con el exterior;Mantenimiento y  reparación de vehículos de motor;4520;2343253,91
2019T3;Desde España con el exterior;Marketing directo;4799;132447418,01
2019T3;Desde España con el exterior;Materias primas y productos semielaborados;4676;1379620
2019T3;Desde España con el exterior;Metales y minerales metálicos;4672;23220,76
2019T3;Desde España con el exterior;Muebles, iluminación y hogar;4753 + 4759;18079358,25
2019T3;Desde España con el exterior;Óptica, fotografía y precisión;470083;18849024,81
2019T3;Desde España con el exterior;Ordenadores y programas informáticos;4651 + 4741;94347998,17
2019T3;Desde España con el exterior;Otra reparación;9529;17521699,04
2019T3;Desde España con el exterior;Otro comercio especializado en alimentación;4729;18401,48
2019T3;Desde España con el exterior;Otro comercio no especializado;4690;10542208,33
2019T3;Desde España con el exterior;Otros;-;1576024643,16
2019T3;Desde España con el exterior;Otros artículos de uso doméstico;4649;2087711,71
2019T3;Desde España con el exterior;Otros servicios personales;9609;7910735,54
2019T3;Desde España con el exterior;Panadería, confitería y pastelería;4724;127453,39
2019T3;Desde España con el exterior;Parques de atracciones y parques temáticos;9321;7523300,78
2019T3;Desde España con el exterior;Peluquería y tratamientos de belleza;9602;6114325,09
2019T3;Desde España con el exterior;Perfumería, cosméticos y artículos de tocador;4775;32643814,35
2019T3;Desde España con el exterior;Pompas fúnebres;9603;5359,08
2019T3;Desde España con el exterior;Prendas de vestir;4771;404003855,26
2019T3;Desde España con el exterior;Productos de tabaco;4726;896446,34
2019T3;Desde España con el exterior;Productos farmacéuticos;4646 + 4773;6243916,35
2019T3;Desde España con el exterior;Productos químicos;4675;6522611,67
2019T3;Desde España con el exterior;Publicidad;7311;37454938
2019T3;Desde España con el exterior;Relojería, joyería y platería;4648+ 4777;9769210,55
2019T3;Desde España con el exterior;Reparación de aparatos domésticos eléctricos;9521;1208763,13
2019T3;Desde España con el exterior;Reparación de calzado y otros artículos de cuero;9523;30950,73
2019T3;Desde España con el exterior;Repuestos y accesorios de vehículos de motor;4532;43611863,75
2019T3;Desde España con el exterior;Restaurantes;5610;26174951,74
2019T3;Desde España con el exterior;Seguros y planes de pensiones;6512;8211315,62
2019T3;Desde España con el exterior;Selección y colocación de personal;7810;1323480,92
2019T3;Desde España con el exterior;Semillas, flores, plantas y animales de compañía;4776;26830561,33
2019T3;Desde España con el exterior;Servicios auxiliares a la intermediación financiera;6610;161704440,05
2019T3;Desde España con el exterior;Servicios de  jardinería;8130;120500,5
2019T3;Desde España con el exterior;Servicios de fotografía y reprografía;7420+ 8219;4530819,08
2019T3;Desde España con el exterior;Servicios de investigación;8030;59529,83
2019T3;Desde España con el exterior;Servicios de limpieza;8121;467769,47
2019T3;Desde España con el exterior;Servicios informáticos;6209;61588352,11
2019T3;Desde España con el exterior;Servicios inmobiliarios;6820;23747876,3
2019T3;Desde España con el exterior;Servicios postales y paquetería;5310;36056600,93
2019T3;Desde España con el exterior;Servicios sanitarios;86;4865790,14
2019T3;Desde España con el exterior;Servicios sociales;88;1279401,74
2019T3;Desde España con el exterior;Servicios veterinarios;75;1867770,07
2019T3;Desde España con el exterior;Suscripción canales tv;6020;212002754,62
2019T3;Desde España con el exterior;Transporte aéreo;5110;598727029,91
2019T3;Desde España con el exterior;Transporte marítimo;5010;18812250,23
2019T3;Desde España con el exterior;Transporte terrestre de mercancias;4941;530167,13
2019T3;Desde España con el exterior;Transporte terrestre de viajeros;4931 +4933 + 4939;95811249,43
2019T3;Desde España con el exterior;Vehículos de motor;4511;5083766,05
2019T3;Desde España con el exterior;Ventas genéricas por internet;4791;2971,48
2019T4;Dentro de España;Actividades anexas al transporte;5221 + 5223;27002886,73
2019T4;Dentro de España;Actividades cinematográficas y de vídeo;5917 + 7722;9137785,4
2019T4;Dentro de España;Actividades deportivas y recreativas;93;40308156,57
2019T4;Dentro de España;Administración pública, impuestos y seg. Social;8411;305198774,51
2019T4;Dentro de España;Agencias de viajes y operadores turísticos;7911 + 7912;389129427,76
2019T4;Dentro de España;Alquiler de aeronaves;7735;148948,95
2019T4;Dentro de España;Alquiler de automóviles;7711;16397504,38
2019T4;Dentro de España;Alquiler de efectos personales y enseres domésticos;7729;0
2019T4;Dentro de España;Alquiler de medios de navegación;7734;312730,58
2019T4;Dentro de España;Arquitectura e ingeniería;7111;2452981,01
2019T4;Dentro de España;Artículos de regalo;4778;49621409,79
2019T4;Dentro de España;Artículos médicos y ortopédicos;4774;0
2019T4;Dentro de España;Asociacionismo y beneficencia;94;21105446,53
2019T4;Dentro de España;Bebidas;4725;3398126,78
2019T4;Dentro de España;Bibliotecas, museos y patrimonio cultural;91;5105438,72
2019T4;Dentro de España;Bienes de segunda mano;4779;0
2019T4;Dentro de España;Calzado y artículos de cuero;4772;25355137,49
2019T4;Dentro de España;Carburantes para automoción;4730;85209254,98
2019T4;Dentro de España;Componentes y equipos electrónicos;4652;0
2019T4;Dentro de España;Construcción de inmuebles y obras de ingeniería civil;41;0
2019T4;Dentro de España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;0
2019T4;Dentro de España;Discos, libros, periódicos y papelería;4761 + 4763;57250771,82
2019T4;Dentro de España;Educación;85;113128786,93
2019T4;Dentro de España;Electrodomésticos,  imagen y sonido;4743+4754;191256126,06
2019T4;Dentro de España;Energía eléctrica, gas, vapor y aire acondicionado;35;65885614,61
2019T4;Dentro de España;Ensayos y análisis técnicos;7120;0
2019T4;Dentro de España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;97591612,69
2019T4;Dentro de España;Equipos y mobiliario de oficina;4665+4666;0
2019T4;Dentro de España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;290467722,39
2019T4;Dentro de España;Ferretería, pinturas y vidrio;4674 + 4752;26958630,32
2019T4;Dentro de España;Floristerías;4622;3246,88
2019T4;Dentro de España;Galerías de arte comerciales;470069;18861754,87
2019T4;Dentro de España;Grandes almacenes;4719;74921329,41
2019T4;Dentro de España;Hipermercados, supermercados y tiendas de alimentación;4711;169072159,72
2019T4;Dentro de España;Hoteles  y alojamientos similares;5510;48625877,09
2019T4;Dentro de España;Instalaciones de edificios y obras;43;0
2019T4;Dentro de España;Intermediación financiera;6419 + 6619;104405836,19
2019T4;Dentro de España;Intermediarios de comercio;4617;0
2019T4;Dentro de España;Juegos de azar y apuestas;92;158360160,49
2019T4;Dentro de España;Juguetes y artículos de deporte;4764 + 4765;82954148,75
2019T4;Dentro de España;Lavanderías y tintorerías;9601;131065,3
2019T4;Dentro de España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2019T4;Dentro de España;Manipulación y depósito de mercancías;5224 + 5210;0
2019T4;Dentro de España;Mantenimiento físico corporal;9604;640298,74
2019T4;Dentro de España;Mantenimiento y  reparación de vehículos de motor;4520;13233709,87
2019T4;Dentro de España;Marketing directo;4799;114832589,94
2019T4;Dentro de España;Materias primas y productos semielaborados;4676;0
2019T4;Dentro de España;Metales y minerales metálicos;4672;0
2019T4;Dentro de España;Muebles, iluminación y hogar;4753 + 4759;31790140,61
